Timestamp,Shift,Day_of_Week,Machine_ID,Model_Type,Production_Count,Defective_Count,Downtime_Min
2024-10-22 16:00,2,Tuesday,M2,V8,39,1.0,0.0
2024-10-22 16:00,2,Tuesday,M3,EV-1,25,0.0,0.0
2024-10-22 17:00,2,Tuesday,M1,V6,41,0.0,0.0
2024-10-22 17:00,2,Tuesday,M2,V8,43,2.0,0.0
2024-10-22 17:00,2,Tuesday,M3,EV-1,31,0.0,0.0
2024-10-22 18:00,2,Tuesday,M1,V6,46,0.0,0.0
2024-10-22 18:00,2,Tuesday,M2,V8,18,0.0,38.0
2024-10-22 18:00,2,Tuesday,M3,EV-1,25,0.0,0.0
2024-10-22 19:00,2,Tuesday,M1,V6,44,0.0,0.0
2024-10-22 19:00,2,Tuesday,M2,V8,39,0.0,0.0
2024-10-22 19:00,2,Tuesday,M3,EV-1,31,0.0,0.0
2024-10-22 20:00,2,Tuesday,M1,V6,43,0.0,0.0
2024-10-22 20:00,2,Tuesday,M2,V8,44,1.0,10.0
2024-10-22 20:00,2,Tuesday,M3,EV-1,28,0.0,0.0
2024-10-22 21:00,2,Tuesday,M1,V6,10,20.0,0.0
2024-10-22 21:00,2,Tuesday,M2,V8,38,1.0,0.0
2024-10-22 21:00,2,Tuesday,M3,EV-1,25,0.0,5.0
2024-10-22 22:00,2,Tuesday,M1,V6,42,0.0,5.0
2024-10-22 22:00,2,Tuesday,M2,V8,36,0.0,0.0
2024-10-22 22:00,2,Tuesday,M3,EV-1,34,0.0,0.0
2024-10-22 23:00,3,Tuesday,M1,V6,49,0.0,0.0
2024-10-22 23:00,3,Tuesday,M2,V8,41,1.0,0.0
2024-10-22 23:00,3,Tuesday,M3,EV-1,32,,5.0
2024-10-23 00:00,3,Wednesday,M1,V6,48,0.0,0.0
2024-10-23 00:00,3,Wednesday,M2,V8,42,0.0,5.0
2024-10-23 00:00,3,Wednesday,M3,EV-1,26,0.0,0.0
2024-10-23 01:00,3,Wednesday,M1,V6,46,1.0,10.0
2024-10-23 01:00,3,Wednesday,M2,V8,35,0.0,0.0
2024-10-23 01:00,3,Wednesday,M3,EV-1,25,0.0,0.0
2024-10-23 02:00,3,Wednesday,M1,V6,48,1.0,0.0
2024-10-23 02:00,3,Wednesday,M2,V8,35,1.0,0.0
2024-10-23 02:00,3,Wednesday,M3,EV-1,33,0.0,0.0
2024-10-23 03:00,3,Wednesday,M1,V6,43,2.0,0.0
2024-10-23 03:00,3,Wednesday,M2,V8,39,2.0,0.0
2024-10-23 03:00,3,Wednesday,M3,EV-1,29,2.0,5.0
2024-10-23 04:00,3,Wednesday,M1,V6,48,4.0,0.0
2024-10-23 04:00,3,Wednesday,M2,V8,44,2.0,0.0
2024-10-23 04:00,3,Wednesday,M3,EV-1,31,1.0,0.0
2024-10-23 05:00,3,Wednesday,M1,V6,48,3.0,5.0
2024-10-23 05:00,3,Wednesday,M2,V8,40,0.0,0.0
2024-10-23 05:00,3,Wednesday,M3,EV-1,26,0.0,5.0
2024-10-23 06:00,3,Wednesday,M1,V6,44,2.0,0.0
2024-10-23 06:00,3,Wednesday,M2,V8,35,4.0,5.0
2024-10-23 06:00,3,Wednesday,M3,EV-1,28,1.0,0.0
2024-10-23 07:00,1,Wednesday,M1,V6,42,0.0,5.0
2024-10-23 07:00,1,Wednesday,M2,V8,22,0.0,32.0
2024-10-23 07:00,1,Wednesday,M3,EV-1,26,0.0,0.0
2024-10-23 08:00,1,Wednesday,M1,v6,47,0.0,0.0
2024-10-23 08:00,1,Wednesday,M2,V8,35,0.0,0.0
2024-10-23 08:00,1,Wednesday,M3,EV-1,25,0.0,0.0
2024-10-23 09:00,1,Wednesday,M1,V6,44,0.0,10.0
2024-10-23 09:00,1,Wednesday,M2,V8,39,1.0,0.0
2024-10-23 09:00,1,Wednesday,M3,EV-1,28,0.0,0.0
2024-10-23 10:00,1,Wednesday,M1,V6,41,0.0,
2024-10-23 10:00,1,Wednesday,M2,V8,35,1.0,0.0
2024-10-23 10:00,1,Wednesday,M3,EV-1,33,0.0,10.0
2024-10-23 11:00,1,Wednesday,M1,V6,47,0.0,0.0
2024-10-23 11:00,1,Wednesday,M2,V8,39,0.0,0.0
2024-10-23 11:00,1,Wednesday,M3,EV-1,34,0.0,0.0
2024-10-23 12:00,1,Wednesday,M1,V6,44,1.0,10.0
2024-10-23 12:00,1,Wednesday,M2,V8,40,0.0,0.0
2024-10-23 12:00,1,Wednesday,M3,EV-1,27,0.0,5.0
2024-10-23 13:00,1,Wednesday,M1,v6,44,0.0,0.0
2024-10-23 13:00,1,Wednesday,M2,V8,42,0.0,5.0
2024-10-23 13:00,1,Wednesday,M3,EV-1,32,0.0,0.0
2024-10-23 14:00,1,Wednesday,M1,V6,40,0.0,0.0
2024-10-23 14:00,1,Wednesday,M2,V8,43,1.0,10.0
2024-10-23 14:00,1,Wednesday,M3,EV-1,26,0.0,0.0
2024-10-23 15:00,2,Wed,M1,V6,44,1.0,0.0
2024-10-23 15:00,2,Wednesday,M2,V8,35,1.0,0.0
2024-10-23 15:00,2,Wednesday,M3,EV-1,31,0.0,5.0
2024-10-23 16:00,2,Wednesday,M1,V6,49,0.0,0.0
2024-10-23 16:00,2,Wednesday,M2,V8,43,1.0,0.0
2024-10-23 16:00,2,Wednesday,M3,EV-1,25,0.0,0.0
2024-10-23 17:00,2,Wednesday,M1,V6,47,,0.0
2024-10-23 17:00,2,Wednesday,M2,V8,40,1.0,5.0
2024-10-23 17:00,2,Wednesday,M3,EV-1,30,0.0,10.0
2024-10-23 18:00,2,Wed,M1,V6,48,0.0,0.0
2024-10-23 18:00,2,Wednesday,M2,V8,41,1.0,5.0
2024-10-23 18:00,2,Wednesday,M3,EV-1,27,0.0,10.0
2024-10-23 19:00,2,Wednesday,M1,V6,41,0.0,0.0
2024-10-23 19:00,2,Wednesday,M2,V8,37,0.0,10.0
2024-10-23 19:00,2,Wednesday,M3,EV-1,32,0.0,10.0
2024-10-23 20:00,2,Wednesday,M1,V6,49,1.0,5.0
2024-10-23 20:00,2,Wednesday,M2,V8,38,1.0,0.0
2024-10-23 20:00,2,Wednesday,M3,EV-1,28,0.0,0.0
2024-10-23 21:00,2,Wednesday,M1,V6,44,0.0,0.0
2024-10-23 21:00,2,Wednesday,M2,V8,37,1.0,0.0
2024-10-23 21:00,2,Wednesday,M3,EV-1,30,0.0,0.0
2024-10-23 22:00,2,Wednesday,M1,V6,43,1.0,0.0
2024-10-23 22:00,2,Wednesday,M2,V8,37,1.0,0.0
2024-10-23 22:00,2,Wednesday,M3,EV-1,27,0.0,0.0
2024-10-23 23:00,3,Wednesday,M1,V6,49,0.0,0.0
2024-10-23 23:00,3,Wednesday,M2,V8,35,1.0,0.0
2024-10-23 23:00,3,Wednesday,M3,EV-1,25,0.0,0.0
2024-10-24 00:00,3,Thursday,M1,V6,48,0.0,0.0
2024-10-24 00:00,3,Thursday,M2,V8,40,1.0,0.0
2024-10-24 00:00,3,Thursday,M3,EV-1,25,0.0,0.0
2024-10-24 01:00,3,Thu,M1,V6,40,1.0,0.0
2024-10-24 01:00,3,Thursday,M2,V8,42,0.0,0.0
2024-10-24 01:00,3,Thursday,M3,EV-1,32,0.0,5.0
2024-10-24 02:00,3,Thursday,M1,V6,47,0.0,0.0
2024-10-24 02:00,3,Thu,M2,V8,41,0.0,0.0
2024-10-24 02:00,3,Thursday,M3,EV-1,34,0.0,0.0
2024-10-24 03:00,3,Thursday,M1,V6,48,0.0,5.0
2024-10-24 03:00,3,Thursday,M2,V8,41,1.0,0.0
2024-10-24 03:00,3,Thursday,M3,EV-1,33,1.0,5.0
2024-10-24 04:00,3,Thursday,M1,V6,43,,0.0
2024-10-24 04:00,3,Thursday,M2,V8,36,2.0,0.0
2024-10-24 04:00,3,Thursday,M3,EV-1,32,1.0,0.0
2024-10-24 05:00,3,Thursday,M1,V6,49,1.0,0.0
2024-10-24 05:00,3,Thu,M2,V8,44,2.0,0.0
2024-10-24 05:00,3,Thursday,M3,EV-1,30,0.0,0.0
2024-10-24 06:00,3,Thu,M1,v6,45,,0.0
2024-10-24 06:00,3,Thursday,M2,V8,19,0.0,54.0
2024-10-24 06:00,3,Thursday,M3,EV-1,31,0.0,5.0
2024-10-24 07:00,1,Thursday,M1,v6,47,1.0,0.0
2024-10-24 07:00,1,Thursday,M2,V8,40,1.0,0.0
2024-10-24 07:00,1,Thursday,M3,EV-1,30,0.0,10.0
2024-10-24 08:00,1,Thursday,M1,v6,45,1.0,0.0
2024-10-24 08:00,1,Thursday,M2,V8,42,0.0,0.0
2024-10-24 08:00,1,Thursday,M3,EV-1,34,0.0,0.0
2024-10-24 09:00,1,Thursday,M1,V6,40,0.0,5.0
2024-10-24 09:00,1,Thursday,M2,V8,35,1.0,0.0
2024-10-24 09:00,1,Thursday,M3,EV-1,28,0.0,0.0
2024-10-24 10:00,1,Thursday,M1,V6,45,0.0,0.0
2024-10-24 10:00,1,Thursday,M2,V8,41,1.0,0.0
2024-10-24 10:00,1,Thu,M3,EV-1,28,0.0,0.0
2024-10-24 11:00,1,Thursday,M1,V6,40,0.0,0.0
2024-10-24 11:00,1,Thursday,M2,V8,40,1.0,0.0
2024-10-24 11:00,1,Thursday,M3,EV-1,26,0.0,0.0
2024-10-24 12:00,1,Thursday,M1,V6,48,0.0,0.0
2024-10-24 12:00,1,Thursday,M2,V8,35,1.0,5.0
2024-10-24 12:00,1,Thursday,M3,EV-1,32,0.0,5.0
2024-10-24 13:00,1,Thursday,M1,V6,42,1.0,0.0
2024-10-24 13:00,1,Thursday,M2,V8,44,1.0,10.0
2024-10-24 13:00,1,Thursday,M3,EV-1,26,0.0,5.0
2024-10-24 14:00,1,Thursday,M1,V6,42,0.0,0.0
2024-10-24 14:00,1,Thursday,M2,V8,35,0.0,0.0
2024-10-24 14:00,1,Thursday,M3,EV-1,29,0.0,10.0
2024-10-24 15:00,2,Thursday,M1,V6,42,0.0,0.0
2024-10-24 15:00,2,Thursday,M2,V8,18,0.0,34.0
2024-10-24 15:00,2,Thursday,M3,EV-1,25,0.0,0.0
2024-10-24 16:00,2,Thursday,M1,V6,43,0.0,10.0
2024-10-24 16:00,2,Thursday,M2,V8,19,0.0,28.0
2024-10-24 16:00,2,Thursday,M3,EV-1,34,,0.0
2024-10-24 17:00,2,Thursday,M1,V6,45,0.0,5.0
2024-10-24 17:00,2,Thursday,M2,V8,38,0.0,0.0
2024-10-24 17:00,2,Thu,M3,EV-1,32,0.0,0.0
2024-10-24 18:00,2,Thursday,M1,V6,41,0.0,
2024-10-24 18:00,2,Thursday,M2,V8,38,0.0,0.0
2024-10-24 18:00,2,Thursday,M3,EV-1,34,0.0,0.0
2024-10-24 19:00,2,Thursday,M1,V6,46,1.0,0.0
2024-10-24 19:00,2,Thursday,M2,V8,44,1.0,0.0
2024-10-24 19:00,2,Thursday,M3,EV-1,32,0.0,5.0
2024-10-24 20:00,2,Thursday,M1,V6,43,1.0,10.0
2024-10-24 20:00,2,Thursday,M2,V8,39,1.0,5.0
2024-10-24 20:00,2,Thursday,M3,EV-1,34,0.0,0.0
2024-10-24 21:00,2,Thursday,M1,V6,47,1.0,5.0
2024-10-24 21:00,2,Thursday,M2,V8,35,1.0,0.0
2024-10-24 21:00,2,Thursday,M3,EV-1,30,0.0,5.0
2024-10-24 22:00,2,Thursday,M1,V6,45,,0.0
2024-10-24 22:00,2,Thursday,M2,V8,39,0.0,0.0
2024-10-24 22:00,2,Thursday,M3,EV-1,33,0.0,0.0
2024-10-24 23:00,3,Thursday,M1,V6,43,1.0,0.0
2024-10-24 23:00,3,Thursday,M2,V8,36,1.0,0.0
2024-10-24 23:00,3,Thursday,M3,EV-1,27,0.0,0.0
2024-10-25 00:00,3,Friday,M1,V6,43,1.0,0.0
2024-10-25 00:00,3,Friday,M2,V8,35,0.0,5.0
2024-10-25 00:00,3,Friday,M3,EV-1,26,0.0,0.0
2024-10-25 01:00,3,Friday,M1,V6,43,0.0,0.0
2024-10-25 01:00,3,Friday,M2,V8,40,1.0,0.0
2024-10-25 01:00,3,Friday,M3,EV-1,25,0.0,0.0
2024-10-25 02:00,3,Friday,M1,V6,42,1.0,0.0
2024-10-25 02:00,3,Friday,M2,V8,35,0.0,0.0
2024-10-25 02:00,3,Friday,M3,EV-1,26,0.0,0.0
2024-10-25 03:00,3,Friday,M1,V6,41,1.0,0.0
2024-10-25 03:00,3,Friday,M2,V8,36,0.0,0.0
2024-10-25 03:00,3,Friday,M3,EV-1,32,2.0,5.0
2024-10-25 04:00,3,Friday,M1,V6,49,3.0,0.0
2024-10-25 04:00,3,Friday,M2,V8,35,3.0,0.0
2024-10-25 04:00,3,Friday,M3,EV-1,32,0.0,0.0
2024-10-25 05:00,3,Friday,M1,v6,47,2.0,0.0
2024-10-25 05:00,3,Friday,M2,V8,42,0.0,0.0
2024-10-25 05:00,3,Friday,M3,EV-1,25,1.0,0.0
2024-10-25 06:00,3,Friday,M1,V6,42,3.0,0.0
2024-10-25 06:00,3,Friday,M2,V8,42,5.0,5.0
2024-10-25 06:00,3,Friday,M3,EV-1,30,0.0,0.0
2024-10-25 07:00,1,Friday,M1,V6,41,0.0,0.0
2024-10-25 07:00,1,Friday,M2,V8,20,0.0,43.0
2024-10-25 07:00,1,Friday,M3,EV-1,26,0.0,5.0
2024-10-25 08:00,1,Friday,M1,V6,43,1.0,0.0
2024-10-25 08:00,1,Friday,M2,V8,37,1.0,0.0
2024-10-25 08:00,1,Friday,M3,EV-1,30,0.0,5.0
2024-10-25 09:00,1,Friday,M1,V6,44,1.0,
2024-10-25 09:00,1,Friday,M2,V8,20,0.0,54.0
2024-10-25 09:00,1,Friday,M3,EV-1,31,0.0,5.0
2024-10-25 10:00,1,Friday,M1,V6,42,0.0,0.0
2024-10-25 10:00,1,Friday,M2,V8,36,0.0,0.0
2024-10-25 10:00,1,Friday,M3,EV-1,28,0.0,0.0
2024-10-25 11:00,1,Friday,M1,V6,41,0.0,0.0
2024-10-25 11:00,1,Friday,M2,V8,36,0.0,0.0
2024-10-25 11:00,1,Friday,M3,EV-1,26,0.0,0.0
2024-10-25 12:00,1,Friday,M1,V6,49,0.0,5.0
2024-10-25 12:00,1,Friday,M2,V8,40,1.0,0.0
2024-10-25 12:00,1,Friday,M3,EV-1,32,0.0,0.0
2024-10-25 13:00,1,Fri,M1,V6,44,1.0,0.0
2024-10-25 13:00,1,Friday,M2,V8,44,0.0,0.0
2024-10-25 13:00,1,Friday,M3,EV-1,26,0.0,0.0
2024-10-25 14:00,1,Friday,M1,V6,42,0.0,0.0
2024-10-25 14:00,1,Friday,M2,V8,39,1.0,5.0
2024-10-25 14:00,1,Friday,M3,EV-1,31,0.0,0.0
2024-10-25 15:00,2,Friday,M1,V6,46,1.0,0.0
2024-10-25 15:00,2,Friday,M2,V8,39,1.0,0.0
2024-10-25 15:00,2,Friday,M3,EV-1,27,0.0,0.0
2024-10-25 16:00,2,Friday,M1,V6,41,0.0,0.0
2024-10-25 16:00,2,Friday,M2,V8,43,1.0,0.0
2024-10-25 16:00,2,Friday,M3,EV-1,32,0.0,0.0
2024-10-25 17:00,2,Friday,M1,V6,42,0.0,0.0
2024-10-25 17:00,2,Friday,M2,V8,37,0.0,0.0
2024-10-25 17:00,2,Friday,M3,EV-1,25,0.0,0.0
2024-10-25 18:00,2,Friday,M1,V6,46,,0.0
2024-10-25 18:00,2,Fri,M2,V8,42,1.0,5.0
2024-10-25 18:00,2,Friday,M3,EV-1,29,0.0,0.0
2024-10-25 19:00,2,Friday,M1,V6,48,0.0,10.0
2024-10-25 19:00,2,Friday,M2,V8,44,0.0,0.0
2024-10-25 19:00,2,Friday,M3,EV-1,31,0.0,10.0
2024-10-25 20:00,2,Friday,M1,V6,-50,0.0,10.0
2024-10-25 20:00,2,Fri,M2,V8,39,0.0,5.0
2024-10-25 20:00,2,Friday,M3,EV-1,31,0.0,5.0
2024-10-25 21:00,2,Friday,M1,V6,43,0.0,5.0
2024-10-25 21:00,2,Friday,M2,V8,44,0.0,0.0
2024-10-25 21:00,2,Friday,M3,EV-1,26,0.0,5.0
2024-10-25 22:00,2,Friday,M1,V6,49,0.0,5.0
2024-10-25 22:00,2,Friday,M2,V8,42,0.0,0.0
2024-10-25 22:00,2,Friday,M3,EV-1,26,0.0,0.0
2024-10-25 23:00,3,Friday,M1,V6,41,1.0,0.0
2024-10-25 23:00,3,Friday,M2,V8,41,1.0,0.0
2024-10-25 23:00,3,Friday,M3,EV-1,31,0.0,0.0
2024-10-26 00:00,3,Saturday,M1,V6,40,0.0,0.0
2024-10-26 00:00,3,Saturday,M2,V8,43,0.0,0.0
2024-10-26 00:00,3,Saturday,M3,EV-1,33,0.0,0.0
2024-10-26 01:00,3,Saturday,M1,V6,40,0.0,0.0
2024-10-26 01:00,3,Saturday,M2,V8,42,0.0,0.0
2024-10-26 01:00,3,Saturday,M3,EV-1,33,0.0,0.0
2024-10-26 02:00,3,Saturday,M1,V6,48,0.0,0.0
2024-10-26 02:00,3,Saturday,M2,V8,38,1.0,0.0
2024-10-26 02:00,3,Saturday,M3,EV-1,30,0.0,10.0
2024-10-26 03:00,3,Saturday,M1,V6,47,3.0,0.0
2024-10-26 03:00,3,Saturday,M2,V8,21,,32.0
2024-10-26 03:00,3,Saturday,M3,EV-1,30,1.0,0.0
2024-10-26 04:00,3,Saturday,M1,V6,49,2.0,0.0
2024-10-26 04:00,3,Saturday,M2,V8,43,1.0,0.0
2024-10-26 04:00,3,Saturday,M3,EV-1,29,0.0,0.0
2024-10-26 05:00,3,Saturday,M1,V6,-50,5.0,10.0
2024-10-26 05:00,3,Saturday,M2,V8,44,5.0,0.0
2024-10-26 05:00,3,Saturday,M3,EV-1,27,0.0,5.0
2024-10-26 06:00,3,Saturday,M1,V6,47,0.0,5.0
2024-10-26 06:00,3,Saturday,M2,V8,19,0.0,28.0
2024-10-26 06:00,3,Saturday,M3,EV-1,33,2.0,0.0
2024-10-26 07:00,1,Saturday,M1,V6,49,0.0,5.0
2024-10-26 07:00,1,Saturday,M2,V8,39,0.0,5.0
2024-10-26 07:00,1,Saturday,M3,EV-1,30,0.0,0.0
2024-10-26 08:00,1,Saturday,M1,V6,49,1.0,0.0
2024-10-26 08:00,1,Saturday,M2,V8,19,0.0,42.0
2024-10-26 08:00,1,Saturday,M3,EV-1,27,0.0,5.0
2024-10-26 09:00,1,Saturday,M1,V6,41,1.0,Maintenance
2024-10-26 09:00,1,Saturday,M2,V8,35,1.0,5.0
2024-10-26 09:00,1,Saturday,M3,EV-1,25,0.0,0.0
2024-10-26 10:00,1,Saturday,M1,V6,48,0.0,10.0
2024-10-26 10:00,1,Saturday,M2,V8,40,1.0,0.0
2024-10-26 10:00,1,Saturday,M3,EV-1,33,0.0,0.0
2024-10-26 11:00,1,Saturday,M1,V6,49,0.0,5.0
2024-10-26 11:00,1,Saturday,M2,V8,41,1.0,0.0
2024-10-26 11:00,1,Saturday,M3,EV-1,31,0.0,0.0
2024-10-26 12:00,1,Saturday,M1,V6,40,0.0,0.0
2024-10-26 12:00,1,Saturday,M2,V8,36,1.0,0.0
2024-10-26 12:00,1,Saturday,M3,EV-1,30,0.0,0.0
2024-10-26 13:00,1,Saturday,M1,V6,48,0.0,10.0
2024-10-26 13:00,1,Saturday,M2,V8,39,1.0,0.0
2024-10-26 13:00,1,Saturday,M3,EV-1,26,0.0,10.0
2024-10-26 14:00,1,Saturday,M1,V6,45,0.0,
2024-10-26 14:00,1,Saturday,M2,V8,20,,37.0
2024-10-26 14:00,1,Saturday,M3,EV-1,28,0.0,0.0
2024-10-26 15:00,2,Saturday,M1,V6,46,1.0,0.0
2024-10-26 15:00,2,Saturday,M2,V8,18,0.0,21.0
2024-10-26 15:00,2,Saturday,M3,EV-1,28,0.0,0.0
2024-10-26 16:00,2,Saturday,M1,v6,46,1.0,0.0
2024-10-26 16:00,2,Saturday,M2,V8,38,0.0,5.0
2024-10-26 16:00,2,Saturday,M3,EV-1,27,0.0,10.0
2024-10-26 17:00,2,Saturday,M1,V6,44,1.0,10.0
2024-10-26 17:00,2,Saturday,M2,V8,38,,0.0
2024-10-26 17:00,2,Saturday,M3,EV-1,25,0.0,0.0
2024-10-26 18:00,2,Saturday,M1,V6,41,0.0,0.0
2024-10-26 18:00,2,Saturday,M2,V8,43,1.0,5.0
2024-10-26 18:00,2,Saturday,M3,EV-1,32,0.0,
2024-10-26 19:00,2,Saturday,M1,V6,44,0.0,0.0
2024-10-26 19:00,2,Saturday,M2,V8,36,0.0,5.0
2024-10-26 19:00,2,Saturday,M3,EV-1,29,0.0,10.0
2024-10-26 20:00,2,Saturday,M1,V6,43,0.0,5.0
2024-10-26 20:00,2,Saturday,M2,V8,41,0.0,0.0
2024-10-26 20:00,2,Saturday,M3,EV-1,30,0.0,0.0
